,created_at,tweet,frames
117,2022-10-16 06:20:03+00:00,"@6127837734450811522 you’re funny just because you’re older then me doesn’t mean shit stop posting shit bitch ass. at least my boyfriend took in your boyfriend when he was about to be homeless and had nowhere else to stay <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>","['societal_critique', 'personal_interaction_observation_of_homelessness']"
118,2022-11-09 23:14:34+00:00,@6478671744212039440 @1324334784222211324 he is going to change the dress code instead of looking like a senator everyone will look like a drugged out homeless senate!!,"['harmful_generalization', 'government_critique']"
119,2022-01-09 22:16:19+00:00,@6670865147901373525 he looks homeless,['harmful_generalization']
120,2022-10-20 00:19:26+00:00,@6696959761959717397 from scary movie … when the homeless man said “i said a dollar bitch” then threw the sandwich … jokes over,['0']
121,2022-02-23 23:26:55+00:00,"@6839125227257351966 @8591009753252678415 @7383015885629099420 no they were busy destroying businesses and burning shit down. that is so much better then bouncy castles bbqs feeding the homeless shoveling sidewalks. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span>",['0']
122,2022-06-17 07:15:09+00:00,@6975869138795335344 @4069280995384060756 how so ukrainian refugees left homeless in here nickferrarilbc? disagreement with their hosts? what happens after their initial visas runs out @2788713329689367156 dark economy here they come.,"['government_critique', 'deserving_undeserving_of_resources']"
123,2022-12-27 14:49:03+00:00,"@6977964539464685111 so im walking down the street today and a homeless guy asked me for spare change i looked <span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 128]'></span> him in the eyes snd said ok and handed him money what did you do today ❓❓❓",['solutions_interventions']
124,2022-09-01 16:50:18+00:00,@69862818130424131 i have an idea for the homeless. we have lots of mental hospitals with nobody in them and i think some prisons too with nobody in them. put them all in there. don't lock them down in the jail cells or anything like that or in the rooms. they have to make a deal get off the drugs.,"['harmful_generalization', 'solutions_interventions']"
125,2021-12-13 22:26:48+00:00,@7006931486479525992 what does a random homeless dude burning down a fake christmas tree have to do with governing?,['personal_interaction_observation_of_homelessness']
126,2022-07-26 20:41:35+00:00,@7199481502742925066 it’s a knee jerk reaction to the homeless vagrants plaguing many neighborhoods.,['harmful_generalization']
127,2022-01-31 04:32:51+00:00,@7319515605914921435 what has your govt done regarding the continually reports of 50+ sexual assault happening per week to the most vulnerable at their weakest in aged care &amp; the growing number of vulnerable elderly women being made homeless?,"['harmful_generalization', 'government_critique', 'solutions_interventions']"
128,2022-12-26 18:52:46+00:00,@7537453468786714517 nailed it! someone should send to their house some homeless people from the northeast,['0']
129,2022-09-10 19:57:27+00:00,@7758345172220959755 @9061474111094944463 @7321141281055171971 @5653683089589068928 no he didn't. he promised help was for all. then only for poor. talked hate crimes. not taking care homeless but allows immigrants plus gives roofs and money. i say all homeless americans sue 5million pop. like democrats say for racism.,"['harmful_generalization', 'money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources', 'solutions_interventions']"
130,2022-10-11 17:42:51+00:00,@7834243940509119034 i hope you never find yourself homeless and stateless,['harmful_generalization']
131,2022-11-02 21:29:22+00:00,@7947964037414316374 well said!!  thank u,['0']
132,2022-10-01 10:10:40+00:00,@8148835384778971951 @7952070889742940839 ask denver about the number of homeless and the illegal marijuana market that still exist.,"['harmful_generalization', 'government_critique']"
133,2022-07-06 10:05:30+00:00,@8317889823496591577 3 million spunked on this crap wonder what the homeless think and the folk that won’t be turning the heating on.,['0']
134,2022-11-08 03:20:52+00:00,@8318014778987138865 it was the gay homeless hustler version of jan. 6!,['harmful_generalization']
135,2022-11-12 20:32:43+00:00,@888019474002066753 @5239234677549894025 @6028891998265002213 they were living in tents in parks. is that a decent way to treat people where it gets to 35 below? or was that the intent? plus the already huge numbers of homeless people living on the streets already. they &amp; the newcomers should shut up &amp; freeze to death?,"['societal_critique', 'solutions_interventions']"
136,2022-04-27 00:00:23+00:00,@9029536121043169984 or the federal government. trillions of dollars in spending and the homeless stay homeless,"['government_critique', 'money_aid_resource_allocation']"
137,2022-09-21 14:05:17+00:00,@9101923429592682323 @6191880991543075620 and all the steps to walk over the homeless.. to hear trains sun up to sun down.. etc.. its all yours..,['harmful_generalization']
138,2022-01-04 01:30:54+00:00,"awww homeless veterans. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span> let them stay carlos come on. #911lonestar","['media_portrayal', 'solutions_interventions']"
139,2023-01-27 22:11:19+00:00,guys jm screamyjng my best frjend of like two years finally got a house after being homeless flr 8 months. im so happy rn.,['personal_interaction_observation_of_homelessness']
140,2022-12-29 19:13:25+00:00,homeless ass hoe,['harmful_generalization']
141,2022-04-05 13:38:34+00:00,homeless now that #unc lost all me monies :( #marchmadness,['0']
142,2022-05-21 00:42:49+00:00,"homeless ted smiling like <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 172]'></span>",['0']
143,2022-04-02 19:13:35+00:00,homeless-looking donald duck goes to kroger,['harmful_generalization']
144,2022-12-30 13:15:47+00:00,homeless-looking jack nicholson goes to utah,['harmful_generalization']
145,2022-03-17 18:30:33+00:00,i actually look homeless due to my beard atm,['harmful_generalization']
146,2022-08-26 22:21:21+00:00,i be catfish in my pics bc i wear glasses &amp; dress homeless everyday,['harmful_generalization']
147,2022-10-07 22:34:52+00:00,"i don’t miss it at the same time i don’t miss when this homeless guy spat on my car and screaming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",['personal_interaction_observation_of_homelessness']
148,2022-11-05 15:26:24+00:00,i had a dream that i went to korea on vacation and a random homeless guy i befriended showed up one night and tried to shoot my entire family to death??? it felt so real bro even though it made no sense. fuck you random homeless guy from korea.,['harmful_generalization']
149,2022-10-26 14:18:19+00:00,"i love giving back 2 the community &amp; we just got this opportunity to work with a church that help the homeless <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 185]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",['solutions_interventions']
150,2022-10-04 03:30:47+00:00,"i really don’t mind dying or whatever tbh unless my pets would be homeless then i mind . now at least whatever is to come they have a place to go . she’s extremely good with animals i trust her <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 151]'></span> i had a friend who died who didn’t have ppl to take in her pets . i took her bird",['0']
151,2022-06-09 22:47:38+00:00,i would love to completely cut my mom out of my life because i’d finally be free but if i do i know she will end up homeless and dead within a few years,['harmful_generalization']
152,2022-10-28 09:52:12+00:00,im so sad i just want to take in a homeless cat but i literally have no room my mom might have it live with her for awhile or i’ll just take it to the shelter,['0']
153,2022-04-14 19:07:34+00:00,"not my coworkers shaming homeless people <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 163]'></span>",['societal_critique']
154,2022-03-03 20:40:15+00:00,"please welcome to the stage… another homeless gay <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 181]'></span>‍<span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 171]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 170]'></span>",['harmful_generalization']
155,2022-05-11 20:21:57+00:00,realized that i'm low-key homeless after today #materialgirl,['0']
156,2021-12-14 04:23:27+00:00,"so yeah i’ve been homeless for the past 3 weeks &amp; have been sleeping at friends houses &amp; using their wifi but it’s been a struggle <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 129]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 129]'></span>",['0']
