,date,attitude,frequency,state
556,2022-04-10,government critique,1381.0,All Posts
557,2022-04-11,government critique,1283.0,All Posts
558,2022-04-12,government critique,1650.0,All Posts
559,2022-04-13,government critique,1911.0,All Posts
560,2022-04-14,government critique,2244.0,All Posts
561,2022-04-15,government critique,2576.0,All Posts
562,2022-04-16,government critique,1748.0,All Posts
563,2022-04-17,government critique,1224.0,All Posts
564,2022-04-18,government critique,1277.0,All Posts
565,2022-04-19,government critique,2251.0,All Posts
566,2022-04-20,government critique,2008.0,All Posts
567,2022-04-21,government critique,1799.0,All Posts
568,2022-04-22,government critique,1517.0,All Posts
569,2022-04-23,government critique,1281.0,All Posts
570,2022-04-24,government critique,1216.0,All Posts
571,2022-04-25,government critique,1663.0,All Posts
572,2022-04-26,government critique,2719.0,All Posts
573,2022-04-27,government critique,1839.0,All Posts
574,2022-04-28,government critique,2383.0,All Posts
575,2022-04-29,government critique,1931.0,All Posts
576,2022-04-30,government critique,1593.0,All Posts
577,2022-05-01,government critique,1507.0,All Posts
578,2022-05-02,government critique,1906.0,All Posts
579,2022-05-03,government critique,2026.0,All Posts
580,2022-05-04,government critique,1695.0,All Posts
581,2022-05-05,government critique,1445.0,All Posts
582,2022-05-06,government critique,1279.0,All Posts
583,2022-05-07,government critique,1090.0,All Posts
584,2022-05-08,government critique,1041.0,All Posts
585,2022-05-09,government critique,1232.0,All Posts
586,2022-05-10,government critique,1810.0,All Posts
587,2022-05-11,government critique,2782.0,All Posts
588,2022-05-12,government critique,2055.0,All Posts
589,2022-05-13,government critique,2195.0,All Posts
590,2022-05-14,government critique,1950.0,All Posts
591,2022-05-15,government critique,1292.0,All Posts
592,2022-05-16,government critique,1221.0,All Posts
593,2022-05-17,government critique,1206.0,All Posts
594,2022-05-18,government critique,1262.0,All Posts
595,2022-05-19,government critique,1372.0,All Posts
596,2022-05-20,government critique,1359.0,All Posts
597,2022-05-21,government critique,1353.0,All Posts
598,2022-05-22,government critique,1194.0,All Posts
599,2022-05-23,government critique,1406.0,All Posts
600,2022-05-24,government critique,1462.0,All Posts
601,2022-05-25,government critique,1838.0,All Posts
602,2022-05-26,government critique,1556.0,All Posts
603,2022-05-27,government critique,1296.0,All Posts
604,2022-05-28,government critique,1208.0,All Posts
605,2022-05-29,government critique,1033.0,All Posts
606,2022-05-30,government critique,1096.0,All Posts
607,2022-05-31,government critique,1306.0,All Posts
608,2022-06-01,government critique,1566.0,All Posts
609,2022-06-02,government critique,1473.0,All Posts
610,2022-06-03,government critique,1457.0,All Posts
611,2022-06-04,government critique,1366.0,All Posts
612,2022-06-05,government critique,1228.0,All Posts
613,2022-06-06,government critique,1395.0,All Posts
614,2022-06-07,government critique,1537.0,All Posts
615,2022-06-08,government critique,2071.0,All Posts
616,2022-06-09,government critique,1773.0,All Posts
617,2022-06-10,government critique,1502.0,All Posts
618,2022-06-11,government critique,1385.0,All Posts
619,2022-06-12,government critique,1268.0,All Posts
620,2022-06-13,government critique,1377.0,All Posts
621,2022-06-14,government critique,1577.0,All Posts
622,2022-06-15,government critique,1612.0,All Posts
623,2022-06-16,government critique,1516.0,All Posts
624,2022-06-17,government critique,1488.0,All Posts
625,2022-06-18,government critique,1187.0,All Posts
626,2022-06-19,government critique,1016.0,All Posts
627,2022-06-20,government critique,1169.0,All Posts
628,2022-06-21,government critique,1361.0,All Posts
629,2022-06-22,government critique,1272.0,All Posts
630,2022-06-23,government critique,1526.0,All Posts
631,2022-06-24,government critique,2127.0,All Posts
632,2022-06-25,government critique,1736.0,All Posts
633,2022-06-26,government critique,1253.0,All Posts
634,2022-06-27,government critique,1248.0,All Posts
635,2022-06-28,government critique,1326.0,All Posts
636,2022-06-29,government critique,1363.0,All Posts
637,2022-06-30,government critique,1554.0,All Posts
638,2022-07-01,government critique,1483.0,All Posts
639,2022-07-02,government critique,1240.0,All Posts
640,2022-07-03,government critique,1420.0,All Posts
641,2022-07-04,government critique,1611.0,All Posts
642,2022-07-05,government critique,1197.0,All Posts
643,2022-07-06,government critique,1345.0,All Posts
644,2022-07-07,government critique,1293.0,All Posts
645,2022-07-08,government critique,1189.0,All Posts
646,2022-07-09,government critique,1140.0,All Posts
647,2022-07-10,government critique,1210.0,All Posts
648,2022-07-11,government critique,1263.0,All Posts
649,2022-07-12,government critique,1393.0,All Posts
650,2022-07-13,government critique,1639.0,All Posts
651,2022-07-14,government critique,1340.0,All Posts
652,2022-07-15,government critique,1341.0,All Posts
653,2022-07-16,government critique,1260.0,All Posts
654,2022-07-17,government critique,1501.0,All Posts
655,2022-07-18,government critique,1655.0,All Posts
656,2022-07-19,government critique,1507.0,All Posts
657,2022-07-20,government critique,1578.0,All Posts
658,2022-07-21,government critique,1487.0,All Posts
659,2022-07-22,government critique,1292.0,All Posts
660,2022-07-23,government critique,1098.0,All Posts
661,2022-07-24,government critique,1106.0,All Posts
662,2022-07-25,government critique,1333.0,All Posts
663,2022-07-26,government critique,1567.0,All Posts
664,2022-07-27,government critique,2244.0,All Posts
665,2022-07-28,government critique,1783.0,All Posts
666,2022-07-29,government critique,1590.0,All Posts
667,2022-07-30,government critique,1360.0,All Posts
668,2022-07-31,government critique,1285.0,All Posts
669,2022-08-01,government critique,1367.0,All Posts
670,2022-08-02,government critique,1686.0,All Posts
671,2022-08-03,government critique,1617.0,All Posts
672,2022-08-04,government critique,1571.0,All Posts
673,2022-08-05,government critique,1558.0,All Posts
674,2022-08-06,government critique,1560.0,All Posts
675,2022-08-07,government critique,1635.0,All Posts
676,2022-08-08,government critique,1889.0,All Posts
677,2022-08-09,government critique,1592.0,All Posts
678,2022-08-10,government critique,1823.0,All Posts
679,2022-08-11,government critique,1518.0,All Posts
680,2022-08-12,government critique,1371.0,All Posts
681,2022-08-13,government critique,1241.0,All Posts
682,2022-08-14,government critique,1303.0,All Posts
683,2022-08-15,government critique,1342.0,All Posts
684,2022-08-16,government critique,1641.0,All Posts
685,2022-08-17,government critique,1714.0,All Posts
686,2022-08-18,government critique,1638.0,All Posts
687,2022-08-19,government critique,1778.0,All Posts
688,2022-08-20,government critique,1946.0,All Posts
689,2022-08-21,government critique,1569.0,All Posts
690,2022-08-22,government critique,1894.0,All Posts
691,2022-08-23,government critique,1972.0,All Posts
692,2022-08-24,government critique,2214.0,All Posts
693,2022-08-25,government critique,2493.0,All Posts
694,2022-08-26,government critique,2586.0,All Posts
695,2022-08-27,government critique,1728.0,All Posts
696,2022-08-28,government critique,1472.0,All Posts
697,2022-08-29,government critique,1517.0,All Posts
698,2022-08-30,government critique,1952.0,All Posts
699,2022-08-31,government critique,1732.0,All Posts
700,2022-09-01,government critique,1643.0,All Posts
701,2022-09-02,government critique,1567.0,All Posts
702,2022-09-03,government critique,1491.0,All Posts
703,2022-09-04,government critique,1251.0,All Posts
704,2022-09-05,government critique,1295.0,All Posts
705,2022-09-06,government critique,1417.0,All Posts
706,2022-09-07,government critique,1695.0,All Posts
707,2022-09-08,government critique,1770.0,All Posts
708,2022-09-09,government critique,1800.0,All Posts
709,2022-09-10,government critique,1621.0,All Posts
710,2022-09-11,government critique,1507.0,All Posts
711,2022-09-12,government critique,1452.0,All Posts
712,2022-09-13,government critique,1671.0,All Posts
713,2022-09-14,government critique,1723.0,All Posts
714,2022-09-15,government critique,3637.0,All Posts
715,2022-09-16,government critique,4639.0,All Posts
716,2022-09-17,government critique,4148.0,All Posts
717,2022-09-18,government critique,2855.0,All Posts
718,2022-09-19,government critique,2593.0,All Posts
719,2022-09-20,government critique,2430.0,All Posts
720,2022-09-21,government critique,2073.0,All Posts
721,2022-09-22,government critique,1986.0,All Posts
722,2022-09-23,government critique,1984.0,All Posts
723,2022-09-24,government critique,1729.0,All Posts
724,2022-09-25,government critique,1916.0,All Posts
725,2022-09-26,government critique,1944.0,All Posts
726,2022-09-27,government critique,2009.0,All Posts
727,2022-09-28,government critique,2216.0,All Posts
728,2022-09-29,government critique,1963.0,All Posts
729,2022-09-30,government critique,1915.0,All Posts
730,2022-10-01,government critique,1807.0,All Posts
731,2022-10-02,government critique,1555.0,All Posts
732,2022-10-03,government critique,1672.0,All Posts
733,2022-10-04,government critique,1967.0,All Posts
734,2022-10-05,government critique,1994.0,All Posts
735,2022-10-06,government critique,1883.0,All Posts
736,2022-10-07,government critique,1972.0,All Posts
737,2022-10-08,government critique,1604.0,All Posts
738,2022-10-09,government critique,1442.0,All Posts
739,2022-10-10,government critique,1725.0,All Posts
740,2022-10-11,government critique,1921.0,All Posts
741,2022-10-12,government critique,1866.0,All Posts
742,2022-10-13,government critique,2302.0,All Posts
743,2022-10-14,government critique,2189.0,All Posts
744,2022-10-15,government critique,1984.0,All Posts
745,2022-10-16,government critique,1905.0,All Posts
746,2022-10-17,government critique,2516.0,All Posts
747,2022-10-18,government critique,2654.0,All Posts
748,2022-10-19,government critique,3076.0,All Posts
749,2022-10-20,government critique,3243.0,All Posts
750,2022-10-21,government critique,2913.0,All Posts
751,2022-10-22,government critique,2114.0,All Posts
752,2022-10-23,government critique,1897.0,All Posts
753,2022-10-24,government critique,2476.0,All Posts
754,2022-10-25,government critique,2412.0,All Posts
755,2022-10-26,government critique,2755.0,All Posts
756,2022-10-27,government critique,2574.0,All Posts
757,2022-10-28,government critique,3416.0,All Posts
758,2022-10-29,government critique,3633.0,All Posts
759,2022-10-30,government critique,2942.0,All Posts
760,2022-10-31,government critique,3155.0,All Posts
761,2022-11-01,government critique,4016.0,All Posts
762,2022-11-02,government critique,3317.0,All Posts
763,2022-11-03,government critique,3432.0,All Posts
764,2022-11-04,government critique,3134.0,All Posts
765,2022-11-05,government critique,2779.0,All Posts
766,2022-11-06,government critique,2261.0,All Posts
767,2022-11-07,government critique,2431.0,All Posts
768,2022-11-08,government critique,3257.0,All Posts
769,2022-11-09,government critique,3676.0,All Posts
770,2022-11-10,government critique,2111.0,All Posts
771,2022-11-11,government critique,2427.0,All Posts
772,2022-11-12,government critique,2218.0,All Posts
773,2022-11-13,government critique,2168.0,All Posts
774,2022-11-14,government critique,2079.0,All Posts
775,2022-11-15,government critique,2342.0,All Posts
776,2022-11-16,government critique,2462.0,All Posts
777,2022-11-17,government critique,2882.0,All Posts
778,2022-11-18,government critique,2322.0,All Posts
779,2022-11-19,government critique,2119.0,All Posts
780,2022-11-20,government critique,2240.0,All Posts
781,2022-11-21,government critique,1792.0,All Posts
782,2022-11-22,government critique,2053.0,All Posts
783,2022-11-23,government critique,2685.0,All Posts
784,2022-11-24,government critique,2254.0,All Posts
785,2022-11-25,government critique,1652.0,All Posts
786,2022-11-26,government critique,1599.0,All Posts
787,2022-11-27,government critique,2021.0,All Posts
788,2022-11-28,government critique,1857.0,All Posts
789,2022-11-29,government critique,2009.0,All Posts
790,2022-11-30,government critique,2342.0,All Posts
791,2022-12-01,government critique,1963.0,All Posts
792,2022-12-02,government critique,1856.0,All Posts
793,2022-12-03,government critique,1979.0,All Posts
794,2022-12-04,government critique,1720.0,All Posts
795,2022-12-05,government critique,1761.0,All Posts
796,2022-12-06,government critique,1956.0,All Posts
797,2022-12-07,government critique,2341.0,All Posts
798,2022-12-08,government critique,2288.0,All Posts
799,2022-12-09,government critique,2351.0,All Posts
800,2022-12-10,government critique,1891.0,All Posts
801,2022-12-11,government critique,1503.0,All Posts
802,2022-12-12,government critique,2282.0,All Posts
803,2022-12-13,government critique,2674.0,All Posts
804,2022-12-14,government critique,2602.0,All Posts
805,2022-12-15,government critique,2787.0,All Posts
806,2022-12-16,government critique,2480.0,All Posts
807,2022-12-17,government critique,2126.0,All Posts
808,2022-12-18,government critique,1800.0,All Posts
809,2022-12-19,government critique,2010.0,All Posts
810,2022-12-20,government critique,2666.0,All Posts
811,2022-12-21,government critique,4500.0,All Posts
812,2022-12-22,government critique,6478.0,All Posts
813,2022-12-23,government critique,4119.0,All Posts
814,2022-12-24,government critique,4503.0,All Posts
815,2022-12-25,government critique,2764.0,All Posts
816,2022-12-26,government critique,3059.0,All Posts
817,2022-12-27,government critique,2972.0,All Posts
818,2022-12-28,government critique,2365.0,All Posts
819,2022-12-29,government critique,1957.0,All Posts
820,2022-12-30,government critique,2222.0,All Posts
821,2022-12-31,government critique,1976.0,All Posts
822,2023-01-01,government critique,1950.0,All Posts
823,2023-01-02,government critique,2316.0,All Posts
824,2023-01-03,government critique,1799.0,All Posts
825,2023-01-04,government critique,2158.0,All Posts
826,2023-01-05,government critique,2179.0,All Posts
827,2023-01-06,government critique,2065.0,All Posts
828,2023-01-07,government critique,2397.0,All Posts
829,2023-01-08,government critique,2965.0,All Posts
830,2023-01-09,government critique,2437.0,All Posts
831,2023-01-10,government critique,3048.0,All Posts
832,2023-01-11,government critique,4396.0,All Posts
833,2023-01-12,government critique,3061.0,All Posts
834,2023-01-13,government critique,2070.0,All Posts
835,2023-01-14,government critique,2001.0,All Posts
836,2023-01-15,government critique,1857.0,All Posts
837,2023-01-16,government critique,1947.0,All Posts
838,2023-01-17,government critique,2111.0,All Posts
839,2023-01-18,government critique,2280.0,All Posts
840,2023-01-19,government critique,2904.0,All Posts
841,2023-01-20,government critique,2789.0,All Posts
842,2023-01-21,government critique,2727.0,All Posts
843,2023-01-22,government critique,2099.0,All Posts
844,2023-01-23,government critique,1899.0,All Posts
